Regione,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Piemonte,,,,,,,,,28.2,,,26.7,,,30.8,,
Valle d'Aosta/Vallée d'Aoste,,,,,,,,,,,,,,,32.8,,
Lombardia,,,,,,,,,40.0,,,27.3,,,38.9,,
Trentino-Alto Adige,,,,,,,,,,,,,,,,,
Veneto,,,,,,,,,34.5,,,36.8,,,34.4,,
Friuli-Venezia Giulia,,,,,,,,,,,,35.7,,,35.9,,
Liguria,,,,,,,,,,,,21.1,,,28.4,,
Emilia-Romagna,,,,,,,,,,,,31.9,,,35.5,,
Toscana,,,,,,,,,28.4,,,,,,29.6,,
Umbria,,,,,,,,,,,,,,,27.4,,
Marche,,,,,,,,,,,,,,,31.4,,
Lazio,,,,,,,,,,,,,,,22.0,,
Abruzzo,,,,,,,,,,,,,,,22.2,,
Molise,,,,,,,,,,,,,,,17.3,,
Campania,,,,,,,,,,,,10.0,,,13.3,,
Puglia,,,,,,,,,,,,10.1,,,26.9,,
Basilicata,,,,,,,,,,,,11.4,,,20.5,,
Calabria,,,,,,,,,,,,,,,10.2,,
Sicilia,,,,,,,,,,,,9.5,,,16.4,,
Sardegna,,,,,,,,,,,,12.0,,,15.3,,
Italia,,,,,,,,,20.5,,,19.6,,,26.3,,
