Regione,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Piemonte,,,,,,,,,19.0,,,18.8,,,21.5,,
Valle d'Aosta/Vallée d'Aoste,,,,,,,,,,,,,,,17.2,,
Lombardia,,,,,,,,,14.3,,,23.1,,,13.7,,
Trentino-Alto Adige,,,,,,,,,,,,,,,,,
Veneto,,,,,,,,,14.4,,,16.7,,,15.9,,
Friuli-Venezia Giulia,,,,,,,,,,,,13.6,,,14.9,,
Liguria,,,,,,,,,,,,27.2,,,21.6,,
Emilia-Romagna,,,,,,,,,,,,22.6,,,20.9,,
Toscana,,,,,,,,,21.5,,,,,,20.9,,
Umbria,,,,,,,,,,,,,,,24.4,,
Marche,,,,,,,,,,,,,,,18.3,,
Lazio,,,,,,,,,,,,,,,28.1,,
Abruzzo,,,,,,,,,,,,,,,26.1,,
Molise,,,,,,,,,,,,,,,29.2,,
Campania,,,,,,,,,,,,44.3,,,37.9,,
Puglia,,,,,,,,,,,,43.0,,,22.4,,
Basilicata,,,,,,,,,,,,38.4,,,27.0,,
Calabria,,,,,,,,,,,,,,,39.6,,
Sicilia,,,,,,,,,,,,48.9,,,36.4,,
Sardegna,,,,,,,,,,,,45.3,,,32.5,,
Italia,,,,,,,,,31.9,,,32.8,,,24.9,,
