Regione,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Piemonte,,,,,,,,,29.3,,,33.6,,,29.9,,
Valle d'Aosta/Vallée d'Aoste,,,,,,,,,,,,,,,35.2,,
Lombardia,,,,,,,,,36.5,,,29.4,,,39.0,,
Trentino-Alto Adige,,,,,,,,,,,,,,,,,
Veneto,,,,,,,,,35.1,,,36.2,,,31.6,,
Friuli-Venezia Giulia,,,,,,,,,,,,36.7,,,36.4,,
Liguria,,,,,,,,,,,,27.1,,,27.0,,
Emilia-Romagna,,,,,,,,,,,,31.1,,,34.5,,
Toscana,,,,,,,,,28.0,,,,,,29.7,,
Umbria,,,,,,,,,,,,,,,28.8,,
Marche,,,,,,,,,,,,,,,30.7,,
Lazio,,,,,,,,,,,,,,,23.8,,
Abruzzo,,,,,,,,,,,,,,,22.7,,
Molise,,,,,,,,,,,,,,,17.2,,
Campania,,,,,,,,,,,,11.5,,,13.6,,
Puglia,,,,,,,,,,,,12.6,,,24.7,,
Basilicata,,,,,,,,,,,,14.9,,,18.7,,
Calabria,,,,,,,,,,,,,,,12.5,,
Sicilia,,,,,,,,,,,,11.3,,,16.1,,
Sardegna,,,,,,,,,,,,15.7,,,19.7,,
Italia,,,,,,24.8,,,23.0,,,22.7,,,26.0,,
